allocamt,n_units,li_units,n_0br,n_1br,n_2br,n_3br,n_4br,inc_ceil,low_ceil,ceilunit,yr_pis,yr_alloc,non_prof,basis,bond,mff_ra,fmha_514,fmha_515,fmha_538,home,home_amt,tcap_amt,cdbg,cdbg_amt,fha,hopevi,hpvi_amt,tcep,tcep_amt,rentassist,trgt_pop,trgt_fam,trgt_eld,trgt_dis,trgt_hml,trgt_other,type,credit,n_unitsr,li_unitr,metro,dda,qct,0br,1br,2br,3br,4br,cluster,latitude,longitude
1022998.0,150.0,148.0,0.0,149.0,1.0,0.0,0.0,2.0,2.0,0.0,2015,2014.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,150.0,148.0,1.0,0.0,2.0,0.0,0.99,0.01,0.0,0.0,2.0,42.4740982055664,-83.1951370239258
664408.0,44.0,44.0,0.0,16.0,28.0,0.0,0.0,2.0,1.0,16.0,2016,2014.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,44.0,44.0,1.0,0.0,2.0,0.0,0.36,0.64,0.0,0.0,3.0,41.982551574707,-84.6627197265625
259732.0,150.0,119.0,0.0,135.0,15.0,0.0,0.0,2.0,1.0,5.0,2016,2015.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,990000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,150.0,119.0,1.0,0.0,2.0,0.0,0.9,0.1,0.0,0.0,2.0,42.9728851318359,-85.7399063110352
154538.0,24.0,24.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,24.0,24.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,0.0,3.0,43.9850311279297,-83.9654922485352
542000.0,80.0,80.0,0.0,26.0,45.0,9.0,0.0,2.0,1.0,28.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1270832.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,80.0,80.0,1.0,0.0,1.0,0.0,0.32,0.56,0.11,0.0,3.0,41.8337364196777,-86.2584381103516
859774.0,129.0,59.0,0.0,93.0,36.0,0.0,0.0,2.0,1.0,12.0,2016,2014.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,129.0,59.0,1.0,0.0,1.0,0.0,0.72,0.28,0.0,0.0,2.0,42.3502349853516,-83.0613784790039
211418.0,37.0,37.0,0.0,22.0,12.0,3.0,0.0,2.0,1.0,10.0,2008,2007.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3012000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,37.0,37.0,1.0,0.0,2.0,0.0,0.59,0.32,0.08,0.0,0.0,44.9059753417969,-93.2034683227539
680923.0,45.0,45.0,18.0,27.0,0.0,0.0,0.0,2.0,1.0,18.0,2011,2010.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,4616510.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2558790.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,45.0,45.0,1.0,0.0,2.0,0.4,0.6,0.0,0.0,0.0,1.0,44.9456253051758,-93.2387161254883
551000.0,58.0,58.0,0.0,58.0,0.0,0.0,0.0,2.0,2.0,0.0,2015,2013.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,58.0,58.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,38.6365280151367,-90.2215805053711
358000.0,56.0,56.0,0.0,56.0,0.0,0.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,56.0,56.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0097427368164,-90.2195663452148
565000.0,40.0,40.0,0.0,0.0,40.0,0.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,40.0,40.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,38.237979888916,-90.3976058959961
470000.0,34.0,34.0,0.0,0.0,34.0,0.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,34.0,34.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0958557128906,-93.2149810791016
570000.0,48.0,48.0,0.0,0.0,32.0,16.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,48.0,48.0,1.0,0.0,2.0,0.0,0.0,0.67,0.33,0.0,1.0,37.2845649719238,-93.4039154052734
570000.0,47.0,37.0,0.0,8.0,24.0,15.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,47.0,37.0,1.0,0.0,2.0,0.0,0.17,0.51,0.32,0.0,0.0,37.12939453125,-93.4524383544922
339000.0,48.0,47.0,0.0,48.0,0.0,0.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,48.0,47.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,39.8076553344727,-93.5459671020508
686000.0,54.0,54.0,0.0,12.0,42.0,0.0,0.0,2.0,2.0,0.0,2015,2013.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,54.0,54.0,1.0,0.0,2.0,0.0,0.22,0.78,0.0,0.0,1.0,38.7301368713379,-90.2470169067383
402493.0,100.0,100.0,0.0,72.0,23.0,2.0,3.0,2.0,2.0,0.0,2015,2013.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,100.0,100.0,1.0,0.0,2.0,0.0,0.72,0.23,0.02,0.03,2.0,38.6422996520996,-90.2544021606445
150000.0,30.0,30.0,0.0,4.0,17.0,9.0,0.0,2.0,2.0,0.0,2015,2013.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,30.0,30.0,1.0,0.0,2.0,0.0,0.13,0.57,0.3,0.0,3.0,36.6024208068848,-92.4508514404297
506000.0,42.0,42.0,0.0,14.0,28.0,0.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,42.0,42.0,1.0,0.0,2.0,0.0,0.33,0.67,0.0,0.0,1.0,38.8002052307129,-90.7070159912109
392000.0,32.0,0.0,0.0,0.0,22.0,10.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,32.0,32.0,1.0,0.0,2.0,0.0,0.0,0.69,0.31,0.0,0.0,37.2143630981445,-93.3585891723633
535000.0,48.0,0.0,0.0,24.0,24.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,48.0,48.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,0.0,0.0,38.7840003967285,-94.505500793457
295529.0,46.0,46.0,0.0,35.0,11.0,0.0,0.0,2.0,2.0,0.0,2016,2013.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,46.0,46.0,1.0,0.0,1.0,0.0,0.76,0.24,0.0,0.0,3.0,39.0590858459473,-94.5675201416016
296071.0,94.0,94.0,0.0,94.0,0.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,94.0,94.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,38.7202415466309,-90.3200759887695
450000.0,30.0,30.0,0.0,0.0,0.0,30.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,30.0,30.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,38.620304107666,-90.570686340332
195800.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,12.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0569953918457,-94.559814453125
603000.0,49.0,0.0,0.0,22.0,27.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,49.0,49.0,1.0,0.0,2.0,0.0,0.45,0.55,0.0,0.0,0.0,38.7763252258301,-90.7865295410156
526000.0,40.0,40.0,0.0,0.0,0.0,36.0,4.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,40.0,40.0,1.0,0.0,2.0,0.0,0.0,0.0,0.9,0.1,0.0,38.5373725891113,-90.2795562744141
50413.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,49.0,49.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,38.426700592041,-90.9811019897461
328000.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,28.0,28.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,37.1637992858887,-93.1169967651367
152500.0,48.0,0.0,0.0,48.0,0.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,48.0,48.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,39.2067184448242,-94.6868896484375
609000.0,53.0,0.0,0.0,45.0,8.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,53.0,53.0,1.0,0.0,1.0,0.0,0.85,0.15,0.0,0.0,0.0,38.6937255859375,-90.2767181396484
620000.0,56.0,0.0,0.0,0.0,14.0,42.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,56.0,56.0,1.0,0.0,2.0,0.0,0.0,0.25,0.75,0.0,0.0,38.8108825683594,-94.4837493896484
515000.0,33.0,33.0,0.0,7.0,20.0,6.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,33.0,33.0,1.0,0.0,1.0,0.0,0.21,0.61,0.18,0.0,0.0,39.1050491333008,-94.5609512329102
630000.0,76.0,0.0,0.0,64.0,12.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,76.0,76.0,1.0,0.0,2.0,0.0,0.84,0.16,0.0,0.0,3.0,37.621337890625,-93.4098510742188
258000.0,24.0,0.0,0.0,18.0,6.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,24.0,24.0,1.0,2.0,2.0,0.0,0.75,0.25,0.0,0.0,,36.6455078125,-93.1977920532227
465000.0,40.0,0.0,0.0,10.0,30.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,40.0,40.0,1.0,0.0,2.0,0.0,0.25,0.75,0.0,0.0,0.0,37.3119926452637,-89.5662078857422
481000.0,157.0,0.0,12.0,139.0,6.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,157.0,157.0,1.0,0.0,2.0,0.08,0.89,0.04,0.0,0.0,1.0,39.751708984375,-94.8010940551758
264232.0,100.0,100.0,3.0,97.0,0.0,0.0,0.0,2.0,2.0,0.0,2016,2013.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,100.0,100.0,1.0,0.0,2.0,0.03,0.97,0.0,0.0,0.0,2.0,38.7270317077637,-90.2721481323242
592000.0,59.0,59.0,0.0,55.0,4.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,59.0,59.0,1.0,0.0,1.0,0.0,0.93,0.07,0.0,0.0,1.0,39.0562438964844,-94.5242691040039
250000.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,20.0,20.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,38.8282203674316,-90.8629684448242
600000.0,60.0,0.0,0.0,24.0,30.0,6.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,60.0,60.0,1.0,2.0,2.0,0.0,0.4,0.5,0.1,0.0,,36.5973014831543,-93.2688980102539
619000.0,48.0,0.0,0.0,0.0,24.0,24.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,48.0,48.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,38.747501373291,-90.7111968994141
657000.0,60.0,0.0,0.0,25.0,35.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,60.0,60.0,1.0,0.0,2.0,0.0,0.42,0.58,0.0,0.0,0.0,38.7815017700195,-90.5128021240234
423377.0,47.0,45.0,0.0,41.0,6.0,0.0,0.0,2.0,1.0,7.0,2015,2013.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,47.0,45.0,1.0,2.0,1.0,0.0,0.87,0.13,0.0,0.0,,33.1100730895996,-88.5642166137695
349980.0,24.0,23.0,0.0,0.0,0.0,24.0,0.0,2.0,2.0,0.0,2015,2012.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,24.0,23.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,34.9109992980957,-89.5607986450195
750000.0,40.0,40.0,0.0,0.0,0.0,40.0,0.0,2.0,2.0,0.0,2015,2015.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,40.0,40.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,,33.1839981079102,-90.4794006347656
506900.0,84.0,84.0,0.0,0.0,36.0,48.0,0.0,2.0,1.0,13.0,2015,2013.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,84.0,84.0,1.0,0.0,1.0,0.0,0.0,0.43,0.57,0.0,3.0,31.3141746520996,-89.2991409301758
111554.0,24.0,23.0,0.0,0.0,8.0,16.0,0.0,2.0,1.0,4.0,2015,2013.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,24.0,23.0,1.0,2.0,2.0,0.0,0.0,0.33,0.67,0.0,,34.4321517944336,-89.9283065795898
119676.0,24.0,23.0,0.0,0.0,8.0,16.0,0.0,2.0,1.0,4.0,2015,2013.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,24.0,23.0,1.0,2.0,2.0,0.0,0.0,0.33,0.67,0.0,,34.4321517944336,-89.9283065795898
228403.0,100.0,100.0,0.0,0.0,72.0,28.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,100.0,100.0,1.0,0.0,2.0,0.0,0.0,0.72,0.28,0.0,2.0,31.2989692687988,-89.3273620605469
184552.0,24.0,24.0,0.0,0.0,24.0,0.0,0.0,2.0,1.0,4.0,2015,2013.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,24.0,24.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,34.7797355651855,-89.4543075561523
750000.0,35.0,35.0,0.0,1.0,0.0,26.0,8.0,2.0,2.0,0.0,2015,2014.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,35.0,35.0,1.0,2.0,2.0,0.0,0.03,0.0,0.74,0.23,,33.1115608215332,-89.0740203857422
595000.0,30.0,30.0,0.0,1.0,0.0,29.0,0.0,2.0,2.0,0.0,2015,2013.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,30.0,30.0,1.0,0.0,2.0,0.0,0.03,0.0,0.97,0.0,0.0,32.3048324584961,-90.2059173583984
750000.0,38.0,38.0,0.0,0.0,0.0,38.0,0.0,2.0,2.0,0.0,2015,2013.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,38.0,38.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.3208999633789,-90.2360000610352
105962.0,24.0,23.0,0.0,0.0,8.0,16.0,0.0,2.0,1.0,4.0,2015,2013.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,24.0,23.0,1.0,2.0,1.0,0.0,0.0,0.33,0.67,0.0,,34.3605766296387,-90.6384201049805
169516.0,60.0,60.0,0.0,18.0,25.0,17.0,0.0,2.0,1.0,60.0,2015,2014.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,60.0,60.0,1.0,2.0,2.0,0.0,0.3,0.42,0.28,0.0,,31.5284156799316,-91.4100570678711
346567.0,24.0,24.0,0.0,0.0,0.0,24.0,0.0,2.0,2.0,0.0,2015,2012.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,24.0,24.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,33.4958572387695,-88.3629760742188
721735.0,86.0,86.0,0.0,8.0,21.0,43.0,14.0,1.0,2.0,0.0,2015,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,86.0,86.0,1.0,2.0,1.0,0.0,0.09,0.24,0.5,0.16,,32.8561096191406,-90.4261169433594
259782.0,80.0,80.0,0.0,12.0,12.0,48.0,8.0,2.0,2.0,0.0,2015,2014.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,80.0,80.0,1.0,2.0,1.0,0.0,0.15,0.15,0.6,0.1,,31.7267112731934,-91.0572814941406
110997.0,24.0,23.0,0.0,0.0,8.0,16.0,0.0,2.0,1.0,4.0,2015,2013.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,24.0,23.0,1.0,2.0,2.0,0.0,0.0,0.33,0.67,0.0,,34.3209114074707,-89.9645614624023
348990.0,24.0,24.0,0.0,0.0,0.0,24.0,0.0,2.0,2.0,0.0,2015,2012.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,24.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31.2980003356934,-89.3019027709961
750000.0,120.0,120.0,0.0,12.0,100.0,8.0,0.0,2.0,1.0,18.0,2015,2013.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,120.0,120.0,1.0,0.0,2.0,0.0,0.1,0.83,0.07,0.0,2.0,32.3693161010742,-90.1925811767578
333800.0,48.0,47.0,0.0,12.0,36.0,0.0,0.0,2.0,1.0,10.0,2015,2012.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,48.0,47.0,1.0,0.0,2.0,0.0,0.25,0.75,0.0,0.0,3.0,31.0737991333008,-88.9933013916016
