,allocamt,n_units,li_units,n_0br,n_1br,n_2br,n_3br,n_4br,inc_ceil,low_ceil,ceilunit,yr_pis,yr_alloc,non_prof,basis,bond,mff_ra,fmha_514,fmha_515,fmha_538,home,home_amt,tcap_amt,cdbg,cdbg_amt,fha,hopevi,hpvi_amt,tcep,tcep_amt,rentassist,trgt_pop,trgt_fam,trgt_eld,trgt_dis,trgt_hml,trgt_other,type,credit,n_unitsr,li_unitr,metro,dda,qct
33434,814000.0,37.0,37.0,0.0,9.0,8.0,11.0,9.0,2.0,1.0,4.0,2010,2010.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,3824863.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,37.0,37.0,1.0,0.0,1.0
33447,558382.0,28.0,28.0,0.0,26.0,2.0,0.0,0.0,2.0,1.0,16.0,2010,2010.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,5109580.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,28.0,28.0,1.0,2.0,2.0
33462,352000.0,16.0,16.0,4.0,6.0,6.0,0.0,0.0,2.0,1.0,4.0,2011,2010.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2198985.0,1.0,375000.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,16.0,16.0,1.0,2.0,1.0
35113,588358.0,63.0,62.0,0.0,14.0,42.0,7.0,0.0,2.0,1.0,14.0,2007,2005.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,63.0,62.0,1.0,1.0,1.0
35172,452893.0,201.0,200.0,1.0,199.0,1.0,0.0,0.0,2.0,2.0,0.0,2007,2005.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,201.0,200.0,1.0,1.0,2.0
35240,1390202.0,123.0,122.0,0.0,25.0,86.0,12.0,0.0,2.0,1.0,3.0,2008,2008.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,123.0,122.0,1.0,1.0,1.0
35242,672379.0,121.0,119.0,3.0,24.0,63.0,12.0,19.0,2.0,1.0,8.0,2008,2006.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,121.0,119.0,1.0,1.0,1.0
35298,494284.0,125.0,38.0,7.0,21.0,97.0,0.0,0.0,2.0,1.0,7.0,2009,2006.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,125.0,38.0,1.0,1.0,2.0
35315,979339.0,76.0,75.0,18.0,25.0,33.0,0.0,0.0,2.0,1.0,33.0,2009,2007.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,76.0,75.0,1.0,1.0,1.0
35373,917741.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,2.0,1.0,17.0,2010,2006.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,84.0,84.0,1.0,1.0,2.0
35407,1530486.0,160.0,140.0,0.0,158.0,2.0,0.0,0.0,2.0,1.0,7.0,2010,2010.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,160.0,140.0,1.0,1.0,2.0
35441,590153.0,120.0,109.0,2.0,51.0,52.0,15.0,0.0,2.0,1.0,3.0,2011,2010.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,120.0,109.0,1.0,1.0,1.0
35465,1830418.0,176.0,175.0,14.0,98.0,52.0,12.0,0.0,2.0,1.0,176.0,2011,2009.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,176.0,175.0,1.0,1.0,2.0
35471,1344479.0,107.0,106.0,10.0,31.0,60.0,6.0,0.0,2.0,1.0,3.0,2011,2010.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,107.0,106.0,1.0,1.0,1.0
35554,2623472.0,526.0,443.0,0.0,137.0,159.0,201.0,29.0,2.0,1.0,11.0,2012,2011.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,526.0,443.0,1.0,1.0,2.0
35563,2595600.0,197.0,196.0,44.0,66.0,72.0,15.0,0.0,2.0,1.0,40.0,2012,2010.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,197.0,196.0,1.0,1.0,2.0
35580,430504.0,48.0,47.0,13.0,34.0,1.0,0.0,0.0,1.0,1.0,8.0,2013,2011.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,48.0,47.0,1.0,1.0,1.0
35591,3134863.0,217.0,216.0,16.0,62.0,119.0,20.0,0.0,2.0,1.0,44.0,2013,2011.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,217.0,216.0,1.0,1.0,1.0
35592,1406070.0,124.0,123.0,16.0,33.0,75.0,0.0,0.0,2.0,1.0,25.0,2013,2010.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,124.0,123.0,1.0,1.0,1.0
35595,601967.0,80.0,77.0,0.0,5.0,45.0,32.0,0.0,2.0,1.0,3.0,2013,2012.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,80.0,77.0,1.0,1.0,1.0
35640,982719.0,89.0,88.0,18.0,41.0,26.0,4.0,0.0,2.0,1.0,18.0,2015,2012.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89.0,88.0,1.0,1.0,1.0
35647,450930.0,33.0,33.0,2.0,6.0,14.0,11.0,0.0,2.0,1.0,13.0,2015,2012.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0
38544,160987.0,24.0,24.0,0.0,8.0,12.0,4.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,24.0,24.0,1.0,0.0,1.0
38545,200000.0,101.0,101.0,0.0,32.0,60.0,8.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,101.0,101.0,1.0,0.0,2.0
38546,418541.0,28.0,28.0,0.0,2.0,26.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,28.0,28.0,1.0,0.0,1.0
38547,670138.0,58.0,48.0,0.0,53.0,5.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,58.0,48.0,1.0,0.0,1.0
38548,625983.0,48.0,48.0,0.0,24.0,24.0,0.0,0.0,2.0,2.0,0.0,2016,2016.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,48.0,48.0,1.0,0.0,1.0
38549,501252.0,52.0,52.0,0.0,38.0,14.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,52.0,52.0,1.0,0.0,1.0
38550,611359.0,34.0,34.0,0.0,0.0,34.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,34.0,34.0,1.0,0.0,1.0
38551,595162.0,100.0,100.0,0.0,30.0,44.0,24.0,2.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,100.0,100.0,1.0,0.0,2.0
38552,412737.0,72.0,72.0,0.0,8.0,44.0,20.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,72.0,72.0,1.0,0.0,2.0
38553,371539.0,52.0,52.0,0.0,4.0,28.0,16.0,4.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,52.0,52.0,1.0,0.0,1.0
38554,583857.0,34.0,34.0,0.0,0.0,0.0,34.0,0.0,2.0,2.0,0.0,2016,2016.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,34.0,34.0,1.0,0.0,1.0
38555,116786.0,10.0,10.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,0.0,2016,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,10.0,1.0,0.0,1.0
38556,106449.0,10.0,10.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,10.0,10.0,1.0,0.0,1.0
38557,102924.0,10.0,10.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,10.0,1.0,0.0,1.0
38558,562457.0,36.0,36.0,0.0,0.0,8.0,28.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,36.0,36.0,1.0,2.0,2.0
38559,750000.0,125.0,125.0,0.0,119.0,6.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,125.0,125.0,1.0,0.0,1.0
38560,201058.0,107.0,107.0,0.0,21.0,86.0,0.0,0.0,2.0,2.0,0.0,2016,2012.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,107.0,107.0,1.0,0.0,2.0
38561,637910.0,49.0,48.0,4.0,36.0,9.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,49.0,48.0,1.0,0.0,1.0
38562,533015.0,50.0,50.0,0.0,18.0,32.0,0.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,50.0,1.0,0.0,2.0
38563,584689.0,60.0,60.0,0.0,0.0,30.0,30.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,60.0,60.0,1.0,0.0,2.0
38564,313000.0,39.0,39.0,0.0,35.0,3.0,0.0,0.0,2.0,2.0,0.0,2016,2015.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,39.0,39.0,1.0,0.0,2.0
38565,342800.0,47.0,47.0,0.0,0.0,0.0,47.0,0.0,2.0,2.0,0.0,2016,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,47.0,47.0,1.0,0.0,1.0
39264,750000.0,45.0,44.0,0.0,45.0,0.0,0.0,0.0,1.0,1.0,44.0,2013,2013.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,700000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,45.0,44.0,1.0,0.0,2.0
39265,466700.0,24.0,24.0,0.0,0.0,24.0,0.0,0.0,1.0,1.0,24.0,2013,2013.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,457703.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,24.0,24.0,1.0,0.0,2.0
39266,279675.0,94.0,93.0,0.0,23.0,56.0,15.0,0.0,1.0,1.0,93.0,2013,2013.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,94.0,93.0,1.0,0.0,2.0
39269,618559.0,50.0,49.0,0.0,0.0,15.0,31.0,4.0,1.0,1.0,49.0,2013,2013.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,363850.0,0.0,1.0,106899.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,50.0,49.0,1.0,0.0,2.0
39270,253158.0,54.0,54.0,53.0,1.0,0.0,0.0,0.0,1.0,1.0,54.0,2013,2013.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1144000.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,54.0,54.0,1.0,0.0,1.0
39272,811362.0,162.0,162.0,140.0,22.0,0.0,0.0,0.0,1.0,1.0,162.0,2013,2013.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1482181.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,162.0,162.0,1.0,0.0,1.0
39276,874719.0,264.0,263.0,0.0,159.0,105.0,0.0,0.0,1.0,1.0,3.0,2014,2014.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,860000.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,264.0,263.0,1.0,0.0,1.0
40997,329361.0,11.0,11.0,0.0,8.0,3.0,0.0,0.0,2.0,1.0,11.0,2013,2014.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,11.0,11.0,1.0,0.0,1.0
40998,1427824.0,64.0,64.0,0.0,60.0,4.0,0.0,0.0,2.0,1.0,64.0,2013,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,64.0,64.0,1.0,0.0,1.0
40999,681781.0,28.0,28.0,0.0,0.0,6.0,22.0,0.0,2.0,1.0,28.0,2013,2014.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,28.0,28.0,1.0,0.0,1.0
41000,922744.0,40.0,40.0,0.0,0.0,16.0,24.0,0.0,2.0,1.0,40.0,2013,2014.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,40.0,40.0,1.0,0.0,2.0
41001,572218.0,31.0,31.0,0.0,27.0,4.0,0.0,0.0,2.0,1.0,31.0,2013,2014.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,31.0,31.0,1.0,0.0,2.0
41002,753279.0,28.0,28.0,0.0,0.0,17.0,11.0,0.0,2.0,1.0,28.0,2013,2014.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,28.0,28.0,1.0,0.0,1.0
41003,554284.0,24.0,24.0,0.0,22.0,2.0,0.0,0.0,2.0,1.0,24.0,2013,2014.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,24.0,24.0,1.0,0.0,2.0
41004,856212.0,24.0,24.0,0.0,8.0,8.0,8.0,0.0,2.0,1.0,24.0,2013,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,24.0,24.0,1.0,0.0,1.0
41005,944622.0,36.0,36.0,0.0,0.0,0.0,0.0,36.0,2.0,1.0,36.0,2013,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,36.0,36.0,1.0,0.0,1.0
41006,659588.0,32.0,32.0,0.0,28.0,4.0,0.0,0.0,2.0,1.0,32.0,2013,2014.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,32.0,32.0,1.0,0.0,2.0
41007,1137168.0,43.0,43.0,0.0,35.0,8.0,0.0,0.0,2.0,1.0,43.0,2013,2014.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,43.0,43.0,1.0,0.0,1.0
41008,1226166.0,64.0,64.0,0.0,59.0,5.0,0.0,0.0,2.0,1.0,64.0,2013,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,64.0,64.0,1.0,0.0,2.0
41009,480977.0,19.0,19.0,0.0,0.0,14.0,5.0,0.0,2.0,1.0,19.0,2013,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,19.0,19.0,1.0,0.0,2.0
41010,594933.0,51.0,51.0,0.0,0.0,38.0,13.0,0.0,2.0,1.0,51.0,2013,2014.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,51.0,51.0,1.0,0.0,2.0
41011,670122.0,36.0,36.0,0.0,27.0,9.0,0.0,0.0,2.0,1.0,36.0,2013,2014.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,36.0,36.0,1.0,0.0,2.0
41012,1104755.0,53.0,53.0,0.0,29.0,15.0,9.0,0.0,2.0,1.0,53.0,2013,2016.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,53.0,53.0,1.0,0.0,1.0
41013,1149842.0,46.0,46.0,0.0,30.0,16.0,0.0,0.0,2.0,1.0,46.0,2013,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,46.0,46.0,1.0,0.0,1.0
41014,877391.0,158.0,155.0,0.0,146.0,12.0,0.0,0.0,2.0,1.0,155.0,2013,2015.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,158.0,155.0,1.0,0.0,1.0
41015,1452855.0,71.0,71.0,0.0,8.0,36.0,23.0,4.0,2.0,1.0,60.0,2013,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,71.0,71.0,1.0,0.0,1.0
41016,1016346.0,60.0,51.0,0.0,60.0,0.0,0.0,0.0,2.0,1.0,51.0,2013,2016.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,51.0,1.0,0.0,2.0
41017,280849.0,26.0,26.0,1.0,25.0,0.0,0.0,0.0,2.0,1.0,26.0,2013,2016.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,26.0,26.0,1.0,0.0,2.0
41018,1101207.0,55.0,55.0,47.0,8.0,0.0,0.0,0.0,2.0,1.0,55.0,2013,2015.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,55.0,55.0,1.0,0.0,1.0
41019,523243.0,20.0,20.0,0.0,0.0,10.0,10.0,0.0,2.0,1.0,20.0,2013,2014.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,20.0,20.0,1.0,0.0,2.0
41020,613738.0,50.0,50.0,0.0,0.0,30.0,16.0,4.0,2.0,1.0,50.0,2013,2015.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,50.0,50.0,1.0,0.0,2.0
41021,1050669.0,76.0,76.0,0.0,24.0,28.0,19.0,5.0,2.0,1.0,76.0,2013,2015.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,76.0,76.0,1.0,0.0,2.0
