,allocamt,n_units,li_units,n_0br,n_1br,n_2br,n_3br,n_4br,inc_ceil,low_ceil,ceilunit,yr_pis,yr_alloc,non_prof,basis,bond,mff_ra,fmha_514,fmha_515,fmha_538,home,home_amt,tcap_amt,cdbg,cdbg_amt,fha,hopevi,hpvi_amt,tcep,tcep_amt,rentassist,trgt_pop,trgt_fam,trgt_eld,trgt_dis,trgt_hml,trgt_other,type,credit,n_unitsr,li_unitr,metro,dda,qct
41022,690761.0,132.0,132.0,7.0,27.0,66.0,32.0,0.0,2.0,1.0,131.0,2013,2015.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,132.0,132.0,1.0,0.0,1.0
41023,641828.0,139.0,139.0,9.0,102.0,28.0,0.0,0.0,2.0,1.0,139.0,2013,2016.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,139.0,139.0,1.0,0.0,2.0
41024,1014705.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,1.0,1.0,84.0,2013,2015.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,84.0,84.0,1.0,0.0,1.0
41025,647622.0,52.0,52.0,0.0,13.0,16.0,15.0,8.0,2.0,1.0,52.0,2013,2016.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,52.0,52.0,1.0,0.0,1.0
41026,299006.0,17.0,17.0,0.0,17.0,0.0,0.0,0.0,2.0,1.0,17.0,2013,2014.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,17.0,1.0,0.0,2.0
41027,832299.0,24.0,24.0,0.0,0.0,0.0,24.0,0.0,2.0,1.0,24.0,2013,2016.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,24.0,24.0,1.0,0.0,2.0
41028,340298.0,20.0,20.0,0.0,18.0,2.0,0.0,0.0,2.0,1.0,20.0,2013,2014.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,20.0,20.0,1.0,0.0,2.0
41029,1448898.0,60.0,60.0,0.0,54.0,6.0,0.0,0.0,2.0,1.0,60.0,2013,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,60.0,1.0,0.0,2.0
41030,1112947.0,41.0,41.0,12.0,24.0,5.0,0.0,0.0,2.0,1.0,41.0,2013,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,41.0,41.0,1.0,0.0,1.0
41031,797450.0,26.0,26.0,0.0,12.0,7.0,7.0,0.0,2.0,1.0,26.0,2013,2015.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,26.0,26.0,1.0,0.0,1.0
41032,721917.0,36.0,36.0,0.0,6.0,15.0,13.0,2.0,2.0,1.0,36.0,2013,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,36.0,36.0,1.0,0.0,2.0
41033,336995.0,39.0,39.0,0.0,0.0,17.0,17.0,5.0,2.0,1.0,39.0,2013,2015.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,39.0,39.0,1.0,0.0,1.0
41034,1169171.0,59.0,59.0,0.0,0.0,32.0,27.0,0.0,2.0,1.0,59.0,2013,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,59.0,59.0,1.0,0.0,1.0
41035,560686.0,200.0,197.0,1.0,40.0,80.0,79.0,0.0,2.0,1.0,199.0,2013,2014.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,200.0,197.0,1.0,0.0,2.0
41036,988125.0,36.0,36.0,0.0,0.0,17.0,19.0,0.0,2.0,1.0,36.0,2013,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,36.0,36.0,1.0,0.0,2.0
41037,318188.0,200.0,163.0,0.0,40.0,100.0,60.0,0.0,2.0,1.0,200.0,2013,2014.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,200.0,163.0,1.0,0.0,2.0
41038,1087778.0,50.0,50.0,0.0,0.0,27.0,19.0,4.0,2.0,1.0,50.0,2013,2015.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,50.0,50.0,1.0,0.0,1.0
41039,1149226.0,57.0,57.0,7.0,50.0,0.0,0.0,0.0,2.0,1.0,57.0,2013,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,57.0,57.0,1.0,0.0,2.0
41040,1436253.0,276.0,276.0,31.0,245.0,0.0,0.0,0.0,2.0,1.0,276.0,2013,2014.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,276.0,276.0,1.0,0.0,1.0
41041,1038601.0,45.0,45.0,0.0,45.0,0.0,0.0,0.0,2.0,1.0,45.0,2013,2014.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,45.0,45.0,1.0,0.0,2.0
41042,606421.0,66.0,65.0,0.0,21.0,35.0,10.0,0.0,2.0,1.0,65.0,2013,2015.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,66.0,65.0,1.0,0.0,2.0
41043,60000.0,106.0,106.0,0.0,84.0,22.0,0.0,0.0,2.0,1.0,74.0,2013,2015.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,106.0,106.0,1.0,0.0,1.0
41044,395861.0,20.0,20.0,0.0,13.0,7.0,0.0,0.0,2.0,1.0,20.0,2013,2014.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,20.0,20.0,1.0,0.0,2.0
41045,818104.0,77.0,77.0,0.0,0.0,25.0,40.0,12.0,2.0,1.0,77.0,2013,2014.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,77.0,77.0,1.0,0.0,1.0
41046,1118096.0,56.0,56.0,0.0,56.0,0.0,0.0,0.0,2.0,1.0,56.0,2013,2015.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,56.0,56.0,1.0,0.0,1.0
41047,1082624.0,41.0,41.0,0.0,29.0,12.0,0.0,0.0,2.0,1.0,41.0,2014,2015.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,41.0,41.0,1.0,0.0,1.0
41048,1203007.0,55.0,55.0,0.0,0.0,27.0,28.0,0.0,2.0,1.0,55.0,2014,2015.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,55.0,55.0,1.0,0.0,2.0
41049,551376.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,2.0,1.0,30.0,2014,2015.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,30.0,30.0,1.0,0.0,1.0
41050,1138219.0,60.0,60.0,0.0,13.0,31.0,10.0,6.0,2.0,1.0,60.0,2014,2017.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,60.0,60.0,1.0,0.0,1.0
41051,1941155.0,186.0,149.0,0.0,8.0,93.0,80.0,5.0,2.0,1.0,149.0,2014,2017.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,186.0,149.0,1.0,0.0,1.0
41052,755115.0,30.0,30.0,0.0,14.0,7.0,9.0,0.0,2.0,1.0,30.0,2014,2015.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,30.0,30.0,1.0,0.0,1.0
41053,941382.0,70.0,70.0,0.0,8.0,31.0,29.0,2.0,2.0,1.0,70.0,2014,2016.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,70.0,70.0,1.0,0.0,2.0
41054,85870.0,45.0,9.0,0.0,8.0,37.0,0.0,0.0,1.0,1.0,9.0,2014,2015.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,45.0,9.0,1.0,0.0,1.0
41055,788396.0,52.0,39.0,0.0,30.0,22.0,0.0,0.0,2.0,1.0,39.0,2014,2016.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,52.0,39.0,1.0,0.0,1.0
41056,306741.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,2.0,1.0,40.0,2014,2016.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,40.0,40.0,1.0,0.0,2.0
41057,1160444.0,61.0,61.0,0.0,61.0,0.0,0.0,0.0,2.0,1.0,60.0,2014,2017.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,61.0,61.0,1.0,0.0,2.0
41058,580407.0,37.0,37.0,0.0,17.0,20.0,0.0,0.0,2.0,1.0,37.0,2014,2017.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,37.0,37.0,1.0,0.0,2.0
41059,673663.0,35.0,35.0,0.0,0.0,0.0,26.0,9.0,2.0,1.0,35.0,2014,2015.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,35.0,35.0,1.0,0.0,2.0
41060,60000.0,40.0,40.0,0.0,0.0,16.0,24.0,0.0,2.0,1.0,40.0,2014,2016.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,40.0,40.0,1.0,0.0,2.0
41061,851014.0,40.0,40.0,0.0,22.0,18.0,0.0,0.0,2.0,1.0,40.0,2014,2016.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,40.0,40.0,1.0,0.0,1.0
41062,60000.0,61.0,61.0,0.0,59.0,2.0,0.0,0.0,2.0,1.0,61.0,2014,2015.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,61.0,61.0,1.0,0.0,2.0
41063,1017660.0,60.0,60.0,0.0,0.0,36.0,20.0,4.0,2.0,1.0,60.0,2014,2015.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,60.0,60.0,1.0,0.0,2.0
41064,868027.0,82.0,80.0,0.0,12.0,20.0,47.0,3.0,2.0,1.0,82.0,2014,2016.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,82.0,80.0,1.0,0.0,2.0
41065,1212373.0,323.0,322.0,230.0,92.0,1.0,0.0,0.0,2.0,1.0,322.0,2014,2016.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,323.0,322.0,1.0,0.0,1.0
41066,826410.0,46.0,46.0,0.0,25.0,9.0,12.0,0.0,2.0,1.0,46.0,2014,2016.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,46.0,46.0,1.0,0.0,1.0
41067,455581.0,41.0,41.0,0.0,31.0,10.0,0.0,0.0,2.0,1.0,41.0,2014,2016.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,41.0,41.0,1.0,0.0,1.0
41068,1245896.0,141.0,136.0,0.0,127.0,14.0,0.0,0.0,2.0,1.0,138.0,2014,2016.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,141.0,136.0,1.0,0.0,1.0
41069,402364.0,48.0,48.0,0.0,48.0,0.0,0.0,0.0,2.0,1.0,48.0,2014,2016.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,48.0,48.0,1.0,0.0,2.0
41070,316073.0,28.0,28.0,0.0,6.0,8.0,14.0,0.0,2.0,1.0,28.0,2014,2017.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,28.0,28.0,1.0,0.0,1.0
41073,1197437.0,47.0,47.0,0.0,44.0,3.0,0.0,0.0,2.0,1.0,47.0,2015,2016.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,47.0,47.0,1.0,0.0,1.0
41074,1609327.0,62.0,62.0,0.0,58.0,4.0,0.0,0.0,2.0,1.0,62.0,2015,2016.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,62.0,62.0,1.0,0.0,2.0
41075,1791902.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,2.0,1.0,94.0,2015,2017.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,94.0,94.0,1.0,0.0,2.0
41076,650312.0,56.0,56.0,0.0,4.0,30.0,20.0,2.0,2.0,1.0,56.0,2015,2016.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,56.0,56.0,1.0,0.0,2.0
41077,1163012.0,56.0,56.0,0.0,0.0,28.0,28.0,0.0,2.0,1.0,56.0,2015,2016.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,56.0,56.0,1.0,0.0,2.0
41078,259980.0,8.0,8.0,0.0,6.0,2.0,0.0,0.0,2.0,1.0,8.0,2015,2017.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,1.0,0.0,2.0
41079,1177042.0,48.0,48.0,0.0,0.0,36.0,12.0,0.0,2.0,1.0,48.0,2015,2017.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,48.0,48.0,1.0,0.0,2.0
41080,1141699.0,40.0,40.0,0.0,0.0,20.0,20.0,0.0,2.0,1.0,40.0,2015,2017.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,40.0,40.0,1.0,0.0,1.0
41081,599807.0,36.0,36.0,0.0,32.0,4.0,0.0,0.0,2.0,1.0,36.0,2015,2017.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,36.0,36.0,1.0,0.0,2.0
41082,686202.0,51.0,51.0,0.0,15.0,25.0,11.0,0.0,2.0,1.0,51.0,2015,2017.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,51.0,51.0,1.0,0.0,2.0
41083,603350.0,156.0,156.0,0.0,156.0,0.0,0.0,0.0,2.0,1.0,155.0,2015,2017.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,156.0,156.0,1.0,0.0,1.0
41084,376163.0,20.0,20.0,0.0,10.0,10.0,0.0,0.0,2.0,1.0,20.0,2015,2017.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,20.0,20.0,1.0,0.0,2.0
41085,718782.0,42.0,42.0,0.0,37.0,5.0,0.0,0.0,2.0,1.0,42.0,2015,2016.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,42.0,42.0,1.0,0.0,2.0
41086,860603.0,35.0,35.0,0.0,5.0,6.0,24.0,0.0,2.0,1.0,35.0,2015,2016.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,35.0,35.0,1.0,0.0,2.0
41087,1066765.0,45.0,45.0,0.0,1.0,7.0,32.0,5.0,2.0,1.0,45.0,2015,2016.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,45.0,45.0,1.0,0.0,1.0
41088,710513.0,40.0,40.0,0.0,35.0,5.0,0.0,0.0,2.0,1.0,40.0,2015,2017.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,40.0,40.0,1.0,0.0,2.0
41089,611879.0,50.0,50.0,0.0,40.0,10.0,0.0,0.0,2.0,1.0,50.0,2015,2017.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,50.0,1.0,0.0,2.0
41090,1316771.0,72.0,61.0,0.0,0.0,36.0,36.0,0.0,2.0,1.0,61.0,2015,2016.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,72.0,61.0,1.0,0.0,2.0
41091,1229240.0,58.0,58.0,0.0,13.0,28.0,17.0,0.0,2.0,1.0,58.0,2015,2017.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,58.0,58.0,1.0,0.0,1.0
41092,359479.0,38.0,38.0,0.0,31.0,7.0,0.0,0.0,2.0,1.0,38.0,2015,2016.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,38.0,38.0,1.0,0.0,1.0
41114,1106648.0,60.0,60.0,0.0,0.0,44.0,16.0,0.0,2.0,1.0,60.0,2016,2017.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,60.0,60.0,1.0,0.0,2.0
41115,539499.0,32.0,32.0,0.0,28.0,4.0,0.0,0.0,2.0,1.0,32.0,2016,2017.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,32.0,32.0,1.0,0.0,2.0
41116,1170738.0,56.0,56.0,0.0,0.0,31.0,25.0,0.0,2.0,1.0,56.0,2016,2017.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,56.0,56.0,1.0,0.0,2.0
41117,694174.0,31.0,31.0,0.0,30.0,1.0,0.0,0.0,2.0,1.0,31.0,2016,2017.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,31.0,31.0,1.0,0.0,2.0
41484,1101290.0,74.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,2.0,0.0,2015,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,74.0,74.0,1.0,0.0,2.0
41485,1396302.0,86.0,0.0,0.0,86.0,0.0,0.0,0.0,1.0,2.0,0.0,2015,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,86.0,86.0,1.0,0.0,2.0
41486,845588.0,128.0,128.0,0.0,0.0,84.0,44.0,0.0,2.0,2.0,0.0,2015,2014.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,128.0,128.0,1.0,0.0,1.0
